id,date,days,mnes,prem,impl_volatility,delta
10078,08JAN1996,30,1.0880558255,0.1407092586,0.780992,-60
10078,08JAN1996,30,1.0577627414,0.1207818318,0.781034,-55
10078,08JAN1996,30,1.0290479751,0.1038549782,0.786387,-50
10078,08JAN1996,30,1.0006038629,0.0881677009,0.789065,-45
10078,08JAN1996,30,0.9722826168,0.0736997632,0.789565,-40
10078,08JAN1996,30,0.9438048598,0.0605530966,0.789428,-35
10078,08JAN1996,30,0.9146938318,0.0486486729,0.789116,-30
10078,08JAN1996,30,0.8842701558,0.0378880748,0.788993,-25
10078,08JAN1996,30,0.8515511526,0.0281850467,0.788976,-20
10078,08JAN1996,30,1.2412229283,0.0223738318,0.773948,20
10078,08JAN1996,30,1.1963643614,0.0297699938,0.774966,25
10078,08JAN1996,30,1.1574280374,0.0378591153,0.77627,30
10078,08JAN1996,30,1.1223476636,0.0466655701,0.777342,35
10078,08JAN1996,30,1.0898270405,0.0561870903,0.777399,40
10078,08JAN1996,30,1.0590409969,0.0664046355,0.775642,45
10078,08JAN1996,30,1.0296226791,0.0773837259,0.772335,50
10078,08JAN1996,30,1.0013208723,0.089548162,0.771007,55
10078,08JAN1996,30,0.9734265421,0.1032661184,0.77275,60
10078,08JAN1996,30,0.944985919,0.1194337695,0.781266,65
10078,08JAN1996,30,0.9150223053,0.1383185047,0.793546,70
10078,08JAN1996,30,0.8837550156,0.1588391277,0.7984,75
10078,08JAN1996,30,0.8504366355,0.1821762741,0.799342,80
10078,09JAN1996,30,1.2532644816,0.2735307023,0.824245,-80
10078,09JAN1996,30,1.2006322408,0.2278868495,0.805223,-75
10078,09JAN1996,30,1.1587149164,0.193805806,0.796704,-70
10078,09JAN1996,30,1.1241345819,0.1683397993,0.801323,-65
10078,09JAN1996,30,1.0927111706,0.1473064615,0.811941,-60
10078,09JAN1996,30,1.0615537124,0.127182903,0.816257,-55
10078,09JAN1996,30,1.0311138462,0.1085490836,0.816846,-50
10078,09JAN1996,30,1.0014017391,0.0916181405,0.815716,-45
10078,09JAN1996,30,0.9721228094,0.0763411371,0.814148,-40
10078,09JAN1996,30,0.942786087,0.0626791973,0.81366,-35
10078,09JAN1996,30,0.9128058863,0.0503629699,0.813582,-30
10078,09JAN1996,30,0.881504214,0.0392212977,0.813571,-25
10078,09JAN1996,30,0.8478860201,0.0291711037,0.813569,-20
10078,09JAN1996,30,1.2668446823,0.0240917191,0.840334,20
10078,09JAN1996,30,1.2172896321,0.0320495518,0.841666,25
10078,09JAN1996,30,1.174441204,0.0407581806,0.843504,30
10078,09JAN1996,30,1.1365634783,0.0504073579,0.848294,35
10078,09JAN1996,30,1.1020476254,0.0612121472,0.857101,40
10078,09JAN1996,30,1.0686504348,0.0728794916,0.862962,45
10078,09JAN1996,30,1.0362054849,0.0855301672,0.866859,50
10078,09JAN1996,30,1.004678796,0.1000108094,0.876612,55
10078,09JAN1996,30,0.9729372575,0.1164586488,0.889604,60
10078,09JAN1996,30,0.9405407358,0.133937097,0.894576,65
10078,09JAN1996,30,0.9074972575,0.1530650435,0.895537,70
10078,09JAN1996,30,0.8731756522,0.1747288294,0.895693,75
10078,09JAN1996,30,0.8364826756,0.1999872375,0.895716,80
10078,10JAN1996,30,1.2760957962,0.2977811465,0.882449,-80
10078,10JAN1996,30,1.2187166879,0.2478555924,0.862471,-75
10078,10JAN1996,30,1.1691811465,0.206020586,0.838144,-70
10078,10JAN1996,30,1.1280366879,0.1732642803,0.820928,-65
10078,10JAN1996,30,1.0933472611,0.1482076688,0.816131,-60
10078,10JAN1996,30,1.0622303185,0.1283189045,0.822451,-55
10078,10JAN1996,30,1.0319156688,0.1103461401,0.828407,-50
10078,10JAN1996,30,1.0018473885,0.0934740637,0.829939,-45
10078,10JAN1996,30,0.9720407643,0.0780496306,0.829932,-40
10078,10JAN1996,30,0.9421472611,0.0640640255,0.829333,-35
10078,10JAN1996,30,0.9116382166,0.0514484586,0.828972,-30
10078,10JAN1996,30,0.8798012739,0.040057707,0.828893,-25
10078,10JAN1996,30,0.845628535,0.0297887134,0.82888,-20
10078,10JAN1996,30,1.2527757962,0.0231602803,0.804202,20
10078,10JAN1996,30,1.2067388535,0.0309164586,0.808363,25
10078,10JAN1996,30,1.167955414,0.0396735287,0.818201,30
10078,10JAN1996,30,1.1317559236,0.049170242,0.824672,35
10078,10JAN1996,30,1.0969979618,0.0591867261,0.824742,40
10078,10JAN1996,30,1.0637587261,0.0696707516,0.819386,45
10078,10JAN1996,30,1.0324496815,0.0810383694,0.814374,50
10078,10JAN1996,30,1.0025011465,0.0936187261,0.811635,55
10078,10JAN1996,30,0.9731882803,0.1068387261,0.803911,60
10078,10JAN1996,30,0.9448858599,0.1197341146,0.783564,65
10078,10JAN1996,30,0.9168504459,0.1348850191,0.770381,70
10078,10JAN1996,30,0.8872751592,0.1536734013,0.767605,75
10078,10JAN1996,30,0.8552886624,0.1760642803,0.767198,80
10078,11JAN1996,30,1.2463579822,0.2661811276,0.806251,-80
10078,11JAN1996,30,1.199348368,0.2264650208,0.801087,-75
10078,11JAN1996,30,1.1585265282,0.1935846409,0.795949,-70
10078,11JAN1996,30,1.1217630861,0.165338635,0.789288,-65
10078,11JAN1996,30,1.0882594659,0.1409942315,0.782343,-60
10078,11JAN1996,30,1.0576932938,0.1206574718,0.78035,-55
10078,11JAN1996,30,1.0290789318,0.1039181246,0.786804,-50
10078,11JAN1996,30,1.0011653412,0.0906107537,0.807964,-45
10078,11JAN1996,30,0.972067181,0.077509911,0.824958,-40
10078,11JAN1996,30,0.9421946588,0.0639674065,0.828245,-35
10078,11JAN1996,30,0.9120334718,0.0510809258,0.823771,-30
10078,11JAN1996,30,0.8815947774,0.0391775668,0.812768,-25
10078,11JAN1996,30,0.849074184,0.0288494243,0.805566,-20
10078,11JAN1996,30,1.2496721662,0.0229504807,0.796108,20
10078,11JAN1996,30,1.2034905638,0.0305602374,0.797955,25
10078,11JAN1996,30,1.1632859347,0.0388759169,0.799707,30
10078,11JAN1996,30,1.1271843323,0.0479654362,0.801823,35
10078,11JAN1996,30,1.093898635,0.0579058516,0.804442,40
10078,11JAN1996,30,1.0623268843,0.0686940059,0.80624,45
10078,11JAN1996,30,1.0320823739,0.0805705401,0.80896,50
10078,11JAN1996,30,1.0026468843,0.094069911,0.816174,55
10078,11JAN1996,30,0.9730862908,0.1089931632,0.822874,60
10078,11JAN1996,30,0.9431679525,0.1250591098,0.824641,65
10078,11JAN1996,30,0.9127038576,0.1427592166,0.823827,70
10078,11JAN1996,30,0.8811791098,0.1626621958,0.82145,75
10078,11JAN1996,30,0.8473956083,0.186032997,0.819865,80
10078,12JAN1996,30,1.2662816199,0.2873634891,0.857672,-80
10078,12JAN1996,30,1.2116695327,0.2400823427,0.840385,-75
10078,12JAN1996,30,1.1640127103,0.1999940685,0.817805,-70
10078,12JAN1996,30,1.1238434891,0.167970891,0.799848,-65
10078,12JAN1996,30,1.0898454829,0.1432491464,0.792959,-60
10078,12JAN1996,30,1.0593071651,0.1233988536,0.795499,-55
10078,12JAN1996,30,1.0301305919,0.1063262305,0.80247,-50
10078,12JAN1996,30,1.0010883489,0.0902804486,0.805417,-45
10078,12JAN1996,30,0.9721652336,0.0755867414,0.807151,-40
10078,12JAN1996,30,0.9428368847,0.0625727103,0.812452,-35
10078,12JAN1996,30,0.912328972,0.0508055327,0.819867,-30
10078,12JAN1996,30,0.8804989408,0.0397146168,0.822618,-25
10078,12JAN1996,30,0.8464785047,0.0295558879,0.823117,-20
10078,12JAN1996,30,1.2538031153,0.02322881,0.806849,20
10078,12JAN1996,30,1.2052152025,0.0307493832,0.803478,25
10078,12JAN1996,30,1.1633724611,0.0388907664,0.800051,30
10078,12JAN1996,30,1.1263543925,0.0477441745,0.797644,35
10078,12JAN1996,30,1.0926758879,0.0573940685,0.796366,40
10078,12JAN1996,30,1.0610385047,0.067805109,0.794324,45
10078,12JAN1996,30,1.0308894704,0.0790459315,0.791383,50
10078,12JAN1996,30,1.0018721495,0.0914972461,0.790389,55
10078,12JAN1996,30,0.9732765109,0.1054609097,0.791852,60
10078,12JAN1996,30,0.9442148287,0.1217841745,0.799303,65
10078,12JAN1996,30,0.9137156386,0.1408146542,0.810522,70
10078,12JAN1996,30,0.8819122741,0.16157281,0.814859,75
10078,12JAN1996,30,0.8480174455,0.1852442866,0.815653,80
10078,15JAN1996,30,1.2599551155,0.2806450165,0.841501,-80
10078,15JAN1996,30,1.2026426403,0.2301120528,0.811679,-75
10078,15JAN1996,30,1.1585436304,0.1936069967,0.79602,-70
10078,15JAN1996,30,1.1238006601,0.1679190759,0.799636,-65
10078,15JAN1996,30,1.0930014521,0.1477178614,0.813855,-60
10078,15JAN1996,30,1.0619012541,0.1277664158,0.81944,-55
10078,15JAN1996,30,1.0315266007,0.1094764884,0.822819,-50
10078,15JAN1996,30,1.0020868647,0.0944353795,0.83728,-45
10078,15JAN1996,30,0.9719361056,0.08190833,0.865262,-40
10078,15JAN1996,30,0.9403477228,0.0682850957,0.876602,-35
10078,15JAN1996,30,0.9080279868,0.0549719868,0.878408,-30
10078,15JAN1996,30,0.8744227063,0.0428005281,0.878638,-25
10078,15JAN1996,30,0.8384528053,0.0318158944,0.878664,-20
10078,15JAN1996,30,1.2847817822,0.0252405017,0.88536,20
10078,15JAN1996,30,1.2336042244,0.0337421782,0.891969,25
10078,15JAN1996,30,1.1883194719,0.0430031155,0.896448,30
10078,15JAN1996,30,1.147580462,0.0531465611,0.901182,35
10078,15JAN1996,30,1.1105610561,0.0644851749,0.910073,40
10078,15JAN1996,30,1.0750632343,0.0768510363,0.917745,45
10078,15JAN1996,30,1.0405652805,0.0903265215,0.923924,50
10078,15JAN1996,30,1.0072744554,0.1064207525,0.943265,55
10078,15JAN1996,30,0.9733108911,0.1263973333,0.980993,60
10078,15JAN1996,30,0.9372691749,0.1470568449,1.001404,65
10078,15JAN1996,30,0.9002838284,0.168370429,1.00592,70
10078,15JAN1996,30,0.8620749835,0.1920881584,1.006675,75
10078,15JAN1996,30,0.8214558416,0.2195999208,1.00679,80
10078,16JAN1996,30,1.2379209552,0.2571971343,0.784003,-80
10078,16JAN1996,30,1.1928250746,0.2192413851,0.779918,-75
10078,16JAN1996,30,1.1546777313,0.1890813612,0.780449,-70
10078,16JAN1996,30,1.1211801791,0.1646045373,0.786326,-65
10078,16JAN1996,30,1.0894949254,0.1427563701,0.790637,-60
10078,16JAN1996,30,1.0588582687,0.1226448955,0.791336,-55
10078,16JAN1996,30,1.0292031045,0.1042125373,0.78872,-50
10078,16JAN1996,30,1.0004071642,0.0872779463,0.78215,-45
10078,16JAN1996,30,0.9723570149,0.072704406,0.780246,-40
10078,16JAN1996,30,0.9438607761,0.0604394985,0.788127,-35
10078,16JAN1996,30,0.9124047761,0.0507314627,0.818814,-30
10078,16JAN1996,30,0.8754899104,0.042243606,0.868599,-25
10078,16JAN1996,30,0.8360637612,0.0325118328,0.895588,-20
10078,16JAN1996,30,1.2535288358,0.0232108657,0.806156,20
10078,16JAN1996,30,1.2070791642,0.0309535284,0.809448,25
10078,16JAN1996,30,1.1654665075,0.0392505791,0.808382,30
10078,16JAN1996,30,1.1270617313,0.0479344,0.801237,35
10078,16JAN1996,30,1.0923971343,0.0572792836,0.794557,40
10078,16JAN1996,30,1.0610810746,0.067838591,0.794772,45
10078,16JAN1996,30,1.0321571343,0.0806718567,0.810132,50
10078,16JAN1996,30,1.0036663881,0.0971917851,0.847776,55
10078,16JAN1996,30,0.9729399403,0.1142747701,0.869917,60
10078,16JAN1996,30,0.9410536119,0.1321015403,0.879965,65
10078,16JAN1996,30,0.9071916418,0.1536794269,0.899877,70
10078,16JAN1996,30,0.8698593433,0.1798277731,0.927767,75
10078,16JAN1996,30,0.8300950448,0.2082600836,0.941911,80
